test,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29
754,7.9489,6.221,6.1,6.238,6.273,6.204,6.566,6.307,6.238,6.411,6.601,6.186,6.705,6.791,6.29,6.204,6.186,6.238,6.463,6.566,6.152,6.238,6.238,6.359,6.428,6.1,6.307,6.238,6.238,6.325
755,7.9489,6.204,6.065,6.204,6.238,6.204,6.601,6.307,6.204,6.428,6.618,6.238,6.705,6.791,6.273,6.169,6.204,6.255,6.446,6.636,6.186,6.238,6.255,6.342,6.428,6.083,6.307,6.29,6.221,6.325
756,7.90282,6.221,6.117,6.29,6.204,6.186,6.601,6.29,6.238,6.411,6.601,6.186,6.687,6.757,6.307,6.204,6.186,6.238,6.446,6.584,6.186,6.255,6.255,6.394,6.48,6.117,6.307,6.238,6.221,6.325
757,7.92586,6.238,6.1,6.273,6.221,6.186,6.601,6.307,6.221,6.411,6.601,6.186,6.687,6.791,6.29,6.186,6.186,6.221,6.428,6.584,6.186,6.325,6.255,6.359,6.463,6.117,6.342,6.238,6.221,6.325
758,7.92586,6.255,6.083,6.255,6.238,6.186,6.549,6.307,6.255,6.411,6.618,6.204,6.705,6.757,6.29,6.204,6.169,6.221,6.446,6.618,6.169,6.29,6.255,6.376,6.463,6.117,6.325,6.255,6.238,6.342
759,7.9489,6.238,6.134,6.273,6.238,6.221,6.601,6.29,6.238,6.411,6.566,6.169,6.722,6.757,6.29,6.186,6.204,6.238,6.446,6.601,6.186,6.342,6.255,6.359,6.463,6.134,6.307,6.238,6.221,6.307
760,7.9489,6.238,6.083,6.255,6.238,6.204,6.636,6.273,6.238,6.428,6.584,6.186,6.757,6.757,6.29,6.186,6.169,6.221,6.428,6.636,6.204,6.307,6.238,6.359,6.463,6.117,6.29,6.29,6.221,6.325
761,7.85674,6.238,6.083,6.29,6.221,6.204,6.722,6.29,6.255,6.428,6.584,6.186,6.687,6.808,6.29,6.204,6.204,6.221,6.446,6.618,6.169,6.29,6.273,6.376,6.48,6.1,6.29,6.255,6.221,6.307
762,7.87978,6.221,6.152,6.238,6.238,6.169,6.532,6.29,6.238,6.428,6.549,6.169,6.687,6.808,6.29,6.186,6.186,6.221,6.48,6.601,6.169,6.29,6.238,6.359,6.48,6.117,6.307,6.238,6.238,6.342
763,7.92586,6.204,6.065,6.29,6.255,6.186,6.618,6.29,6.186,6.428,6.566,6.169,6.687,6.791,6.29,6.169,6.169,6.204,6.497,6.653,6.152,6.255,6.29,6.342,6.497,6.117,6.307,6.255,6.204,6.307
764,7.92586,6.221,6.083,6.186,6.238,6.169,6.618,6.29,6.273,6.428,6.584,6.186,6.722,6.791,6.273,6.221,6.186,6.204,6.48,6.618,6.186,6.29,6.255,6.359,6.497,6.1,6.29,6.273,6.221,6.342
765,7.90282,6.221,6.083,6.186,6.238,6.169,6.739,6.29,6.221,6.411,6.601,6.186,6.774,6.739,6.29,6.204,6.186,6.221,6.48,6.601,6.152,6.307,6.255,6.307,6.497,6.117,6.342,6.204,6.221,6.325
766,7.87978,6.186,6.1,6.152,6.255,6.152,6.67,6.307,6.238,6.411,6.584,6.169,6.687,6.739,6.29,6.204,6.152,6.186,6.411,6.653,6.169,6.325,6.255,6.307,6.48,6.134,6.307,6.238,6.221,6.342
767,7.87978,6.221,6.117,6.117,6.221,6.169,6.636,6.273,6.221,6.48,6.549,6.221,6.687,6.739,6.29,6.186,6.169,6.186,6.411,6.601,6.169,6.273,6.238,6.325,6.463,6.1,6.325,6.255,6.238,6.342
768,7.87978,6.204,6.065,6.204,6.238,6.169,6.601,6.29,6.238,6.428,6.584,6.186,6.687,6.774,6.29,6.186,6.186,6.186,6.446,6.618,6.204,6.273,6.238,6.359,6.463,6.117,6.307,6.255,6.238,6.342
769,7.92586,6.221,6.065,6.29,6.238,6.169,6.618,6.307,6.221,6.411,6.584,6.204,6.687,6.757,6.29,6.204,6.204,6.186,6.446,6.601,6.169,6.273,6.255,6.411,6.48,6.117,6.273,6.255,6.204,6.342
770,7.90282,6.221,6.1,6.29,6.255,6.204,6.584,6.307,6.238,6.446,6.584,6.186,6.705,6.774,6.29,6.204,6.221,6.204,6.446,6.601,6.186,6.238,6.255,6.359,6.446,6.152,6.307,6.273,6.221,6.307
771,7.92586,6.221,6.1,6.29,6.221,6.186,6.618,6.307,6.255,6.411,6.584,6.169,6.705,6.774,6.273,6.204,6.186,6.221,6.446,6.601,6.204,6.273,6.238,6.359,6.446,6.134,6.307,6.255,6.204,6.307
772,7.87978,6.221,6.065,6.238,6.221,6.186,6.601,6.325,6.238,6.411,6.601,6.186,6.687,6.739,6.273,6.186,6.186,6.204,6.428,6.618,6.186,6.255,6.238,6.376,6.48,6.134,6.307,6.29,6.204,6.325
773,7.92586,6.238,6.1,6.152,6.255,6.204,6.722,6.325,6.221,6.446,6.601,6.186,6.722,6.774,6.307,6.204,6.169,6.204,6.428,6.601,6.186,6.255,6.255,6.376,6.497,6.117,6.325,6.238,6.221,6.325
774,7.87978,6.255,6.065,6.255,6.221,6.152,6.584,6.325,6.238,6.428,6.549,6.186,6.705,6.739,6.29,6.186,6.169,6.204,6.48,6.601,6.169,6.238,6.255,6.359,6.48,6.117,6.29,6.238,6.221,6.342
775,7.90282,6.273,6.065,6.273,6.221,6.186,6.636,6.29,6.221,6.428,6.566,6.169,6.826,6.739,6.29,6.204,6.186,6.221,6.446,6.601,6.186,6.255,6.238,6.342,6.463,6.117,6.307,6.221,6.204,6.342
776,7.92586,6.238,6.1,6.204,6.273,6.204,6.687,6.29,6.221,6.411,6.566,6.186,6.757,6.791,6.29,6.186,6.186,6.221,6.463,6.566,6.169,6.273,6.238,6.342,6.463,6.1,6.325,6.255,6.238,6.307
777,7.90282,6.221,6.065,6.238,6.255,6.186,6.566,6.307,6.221,6.428,6.601,6.169,6.722,6.757,6.307,6.186,6.152,6.204,6.428,6.618,6.204,6.307,6.221,6.376,6.463,6.134,6.307,6.221,6.204,6.307
778,7.8337,6.238,6.083,6.238,6.238,6.186,6.549,6.325,6.238,6.428,6.601,6.169,6.705,6.757,6.29,6.169,6.169,6.186,6.446,6.584,6.186,6.29,6.255,6.376,6.48,6.117,6.307,6.273,6.221,6.325
779,7.87978,6.238,6.065,6.273,6.238,6.169,6.549,6.307,6.221,6.428,6.584,6.186,6.722,6.757,6.325,6.204,6.152,6.204,6.463,6.584,6.204,6.29,6.255,6.359,6.463,6.117,6.325,6.238,6.204,6.325
780,7.92586,6.255,6.083,6.29,6.255,6.204,6.532,6.307,6.204,6.446,6.584,6.169,6.722,6.757,6.29,6.186,6.152,6.186,6.463,6.601,6.169,6.273,6.255,6.342,6.48,6.152,6.29,6.204,6.221,6.325
781,7.87978,6.238,6.083,6.221,6.238,6.169,6.601,6.29,6.221,6.411,6.566,6.169,6.722,6.757,6.29,6.204,6.169,6.186,6.463,6.618,6.204,6.29,6.238,6.376,6.463,6.134,6.29,6.238,6.221,6.307
782,7.85674,6.204,6.083,6.204,6.238,6.152,6.549,6.307,6.204,6.428,6.566,6.186,6.687,6.739,6.29,6.186,6.169,6.186,6.515,6.584,6.152,6.273,6.273,6.359,6.446,6.134,6.29,6.273,6.221,6.325
783,7.87978,6.238,6.065,6.204,6.221,6.169,6.549,6.307,6.238,6.411,6.566,6.186,6.739,6.757,6.307,6.186,6.186,6.186,6.48,6.653,6.169,6.255,6.238,6.394,6.428,6.134,6.307,6.255,6.204,6.307
784,7.87978,6.204,6.117,6.204,6.255,6.169,6.532,6.307,6.221,6.446,6.584,6.186,6.67,6.722,6.325,6.186,6.186,6.204,6.48,6.584,6.186,6.29,6.29,6.359,6.446,6.083,6.307,6.221,6.238,6.325
785,7.90282,6.238,6.1,6.255,6.221,6.186,6.497,6.307,6.221,6.446,6.584,6.186,6.67,6.757,6.307,6.186,6.169,6.169,6.446,6.566,6.169,6.238,6.221,6.359,6.428,6.169,6.29,6.238,6.204,6.325
786,7.90282,6.238,6.083,6.238,6.238,6.169,6.48,6.307,6.221,6.446,6.601,6.204,6.687,6.757,6.29,6.204,6.169,6.204,6.48,6.584,6.186,6.238,6.238,6.394,6.411,6.134,6.307,6.238,6.221,6.29
787,7.92586,6.255,6.1,6.221,6.238,6.186,6.463,6.307,6.204,6.446,6.584,6.221,6.705,6.739,6.307,6.186,6.169,6.204,6.48,6.584,6.204,6.255,6.238,6.359,6.411,6.134,6.273,6.238,6.204,6.307
788,7.90282,6.238,6.065,6.169,6.221,6.169,6.463,6.29,6.238,6.463,6.601,6.186,6.722,6.757,6.307,6.186,6.186,6.204,6.515,6.566,6.186,6.238,6.221,6.359,6.446,6.117,6.29,6.238,6.238,6.307
789,7.90282,6.221,6.1,6.273,6.221,6.186,6.549,6.29,6.204,6.428,6.601,6.186,6.808,6.739,6.307,6.204,6.204,6.186,6.463,6.618,6.204,6.238,6.238,6.359,6.428,6.152,6.273,6.238,6.255,6.307
790,7.87978,6.221,6.1,6.273,6.238,6.186,6.584,6.342,6.204,6.428,6.584,6.169,6.791,6.722,6.307,6.186,6.169,6.238,6.428,6.618,6.186,6.221,6.238,6.342,6.446,6.152,6.307,6.238,6.221,6.307
791,7.85674,6.204,6.117,6.273,6.238,6.186,6.515,6.307,6.221,6.446,6.584,6.169,6.705,6.739,6.29,6.186,6.186,6.186,6.428,6.584,6.204,6.204,6.238,6.342,6.48,6.134,6.29,6.238,6.238,6.307
792,7.87978,6.238,6.1,6.221,6.238,6.186,6.549,6.307,6.238,6.446,6.584,6.186,6.687,6.739,6.307,6.186,6.169,6.186,6.463,6.618,6.169,6.255,6.255,6.376,6.446,6.117,6.307,6.255,6.221,6.307
793,7.8337,6.238,6.083,6.204,6.221,6.186,6.601,6.325,6.221,6.446,6.584,6.204,6.687,6.739,6.307,6.204,6.204,6.186,6.463,6.601,6.169,6.273,6.221,6.342,6.428,6.134,6.29,6.255,6.238,6.325
794,7.92586,6.238,6.083,6.221,6.221,6.186,6.566,6.325,6.204,6.446,6.584,6.152,6.705,6.739,6.29,6.186,6.186,6.204,6.48,6.549,6.186,6.238,6.255,6.359,6.446,6.117,6.307,6.238,6.255,6.325
795,7.85674,6.238,6.083,6.186,6.221,6.186,6.532,6.307,6.221,6.428,6.584,6.204,6.705,6.722,6.325,6.204,6.204,6.204,6.446,6.532,6.186,6.307,6.238,6.359,6.446,6.134,6.273,6.238,6.186,6.29
796,7.90282,6.238,6.083,6.169,6.255,6.169,6.584,6.307,6.221,6.394,6.566,6.169,6.687,6.739,6.307,6.186,6.204,6.186,6.428,6.515,6.186,6.29,6.238,6.359,6.446,6.134,6.29,6.238,6.204,6.307
797,7.87978,6.238,6.083,6.152,6.238,6.169,6.497,6.325,6.221,6.428,6.601,6.204,6.722,6.739,6.29,6.186,6.186,6.204,6.48,6.549,6.169,6.307,6.238,6.342,6.446,6.169,6.29,6.255,6.221,6.307
798,7.87978,6.255,6.083,6.29,6.238,6.204,6.566,6.29,6.204,6.446,6.566,6.186,6.687,6.722,6.29,6.186,6.169,6.186,6.463,6.532,6.169,6.255,6.238,6.325,6.463,6.134,6.29,6.238,6.204,6.307
799,7.92586,6.221,6.117,6.273,6.221,6.169,6.566,6.307,6.204,6.411,6.566,6.186,6.705,6.722,6.307,6.169,6.186,6.221,6.48,6.584,6.169,6.29,6.238,6.307,6.446,6.117,6.29,6.238,6.204,6.325
800,7.87978,6.255,6.117,6.273,6.238,6.169,6.497,6.29,6.221,6.428,6.566,6.169,6.705,6.739,6.307,6.204,6.204,6.204,6.497,6.532,6.169,6.255,6.255,6.342,6.446,6.152,6.29,6.238,6.221,6.325
801,7.85674,6.238,6.1,6.186,6.238,6.169,6.532,6.307,6.238,6.411,6.584,6.186,6.67,6.722,6.307,6.186,6.169,6.186,6.48,6.532,6.186,6.273,6.238,6.342,6.48,6.152,6.307,6.273,6.204,6.307
802,7.87978,6.238,6.1,6.169,6.238,6.169,6.584,6.325,6.221,6.463,6.566,6.186,6.705,6.757,6.29,6.221,6.169,6.186,6.463,6.566,6.169,6.273,6.238,6.359,6.48,6.117,6.273,6.238,6.204,6.307
803,7.87978,6.273,6.083,6.255,6.221,6.169,6.497,6.325,6.204,6.411,6.618,6.169,6.722,6.722,6.307,6.186,6.169,6.204,6.463,6.549,6.152,6.325,6.221,6.342,6.446,6.152,6.273,6.255,6.204,6.307
804,7.85674,6.255,6.1,6.273,6.238,6.152,6.584,6.325,6.221,6.411,6.584,6.169,6.739,6.722,6.325,6.186,6.186,6.204,6.446,6.566,6.169,6.307,6.255,6.359,6.428,6.134,6.325,6.255,6.186,6.325
805,7.85674,6.255,6.083,6.273,6.238,6.169,6.549,6.325,6.221,6.428,6.601,6.152,6.705,6.722,6.325,6.169,6.169,6.204,6.446,6.549,6.186,6.29,6.221,6.359,6.463,6.134,6.273,6.221,6.221,6.307
806,7.92586,6.238,6.117,6.255,6.221,6.152,6.601,6.307,6.221,6.411,6.566,6.169,6.687,6.739,6.29,6.186,6.169,6.221,6.446,6.584,6.186,6.255,6.255,6.359,6.428,6.134,6.29,6.238,6.204,6.29
807,7.92586,6.238,6.117,6.255,6.238,6.169,6.566,6.325,6.221,6.411,6.549,6.169,6.705,6.739,6.325,6.186,6.169,6.186,6.428,6.549,6.204,6.255,6.273,6.376,6.446,6.134,6.325,6.238,6.204,6.325
808,7.85674,6.238,6.083,6.238,6.238,6.152,6.618,6.307,6.204,6.428,6.532,6.204,6.739,6.739,6.29,6.169,6.152,6.204,6.428,6.549,6.204,6.273,6.238,6.342,6.446,6.152,6.307,6.238,6.204,6.307
809,7.92586,6.255,6.065,6.186,6.221,6.169,6.584,6.307,6.238,6.446,6.584,6.152,6.722,6.722,6.325,6.204,6.186,6.204,6.463,6.549,6.204,6.255,6.221,6.342,6.48,6.117,6.307,6.238,6.221,6.29
810,7.92586,6.221,6.083,6.186,6.238,6.169,6.532,6.325,6.238,6.411,6.584,6.204,6.705,6.705,6.29,6.186,6.204,6.255,6.515,6.566,6.186,6.29,6.255,6.342,6.463,6.117,6.29,6.255,6.238,6.307
811,7.87978,6.221,6.065,6.221,6.238,6.169,6.549,6.325,6.238,6.411,6.584,6.186,6.757,6.739,6.238,6.221,6.204,6.238,6.463,6.532,6.169,6.238,6.255,6.342,6.428,6.117,6.307,6.238,6.204,6.307
812,7.85674,6.204,6.083,6.255,6.221,6.186,6.532,6.342,6.221,6.428,6.618,6.169,6.791,6.705,6.255,6.204,6.134,6.255,6.463,6.532,6.204,6.204,6.255,6.342,6.428,6.117,6.29,6.273,6.238,6.325
813,7.90282,6.204,6.065,6.255,6.238,6.152,6.515,6.307,6.204,6.428,6.584,6.186,6.739,6.722,6.29,6.169,6.169,6.273,6.428,6.497,6.186,6.307,6.238,6.342,6.463,6.152,6.273,6.221,6.238,6.342
814,7.90282,6.204,6.083,6.186,6.221,6.169,6.566,6.359,6.238,6.446,6.584,6.169,6.722,6.774,6.273,6.186,6.186,6.255,6.446,6.532,6.169,6.255,6.238,6.325,6.446,6.117,6.29,6.204,6.204,6.307
815,7.85674,6.204,6.048,6.169,6.273,6.134,6.601,6.307,6.204,6.446,6.566,6.186,6.687,6.791,6.29,6.186,6.169,6.238,6.411,6.515,6.169,6.238,6.238,6.359,6.446,6.1,6.29,6.221,6.204,6.307
816,7.92586,6.204,6.065,6.186,6.238,6.152,6.618,6.29,6.204,6.446,6.584,6.186,6.722,6.739,6.273,6.186,6.169,6.221,6.411,6.446,6.238,6.29,6.238,6.359,6.446,6.1,6.273,6.255,6.204,6.307
817,7.87978,6.221,6.083,6.152,6.238,6.186,6.67,6.307,6.221,6.446,6.566,6.169,6.705,6.722,6.29,6.169,6.186,6.204,6.48,6.515,6.221,6.29,6.238,6.342,6.411,6.083,6.29,6.204,6.221,6.307
818,7.85674,6.238,6.065,6.186,6.238,6.152,6.618,6.29,6.221,6.428,6.532,6.169,6.705,6.739,6.29,6.204,6.186,6.221,6.48,6.497,6.186,6.307,6.238,6.376,6.411,6.083,6.29,6.238,6.204,6.307
819,7.87978,6.221,6.065,6.255,6.238,6.186,6.549,6.29,6.238,6.446,6.584,6.204,6.739,6.739,6.29,6.186,6.152,6.204,6.497,6.515,6.204,6.273,6.255,6.342,6.411,6.117,6.307,6.221,6.204,6.307
820,7.9489,6.255,6.083,6.221,6.238,6.169,6.584,6.325,6.204,6.463,6.584,6.186,6.739,6.739,6.273,6.186,6.152,6.204,6.446,6.515,6.238,6.273,6.221,6.376,6.394,6.117,6.29,6.204,6.238,6.307
821,7.92586,6.255,6.083,6.221,6.221,6.169,6.532,6.29,6.221,6.446,6.566,6.186,6.687,6.722,6.29,6.204,6.186,6.204,6.463,6.515,6.204,6.273,6.255,6.342,6.376,6.134,6.29,6.204,6.204,6.342
822,7.87978,6.255,6.083,6.221,6.238,6.186,6.601,6.29,6.204,6.428,6.549,6.169,6.687,6.687,6.29,6.169,6.169,6.204,6.463,6.497,6.204,6.221,6.238,6.342,6.411,6.134,6.273,6.221,6.238,6.307
823,7.90282,6.204,6.065,6.255,6.221,6.204,6.618,6.273,6.204,6.446,6.566,6.169,6.722,6.757,6.29,6.186,6.152,6.221,6.463,6.497,6.204,6.204,6.238,6.359,6.394,6.1,6.307,6.238,6.204,6.325
824,7.90282,6.221,6.065,6.238,6.255,6.169,6.584,6.307,6.204,6.463,6.566,6.152,6.705,6.722,6.29,6.186,6.169,6.186,6.48,6.497,6.186,6.204,6.29,6.359,6.428,6.117,6.29,6.238,6.204,6.29
825,7.85674,6.221,6.083,6.238,6.221,6.152,6.636,6.307,6.204,6.446,6.584,6.169,6.722,6.722,6.307,6.186,6.169,6.204,6.446,6.532,6.186,6.238,6.255,6.342,6.463,6.117,6.325,6.204,6.204,6.307
826,7.90282,6.238,6.083,6.186,6.221,6.186,6.618,6.29,6.204,6.428,6.584,6.204,6.705,6.722,6.325,6.204,6.169,6.152,6.48,6.497,6.169,6.238,6.255,6.376,6.446,6.117,6.273,6.238,6.221,6.307
827,7.90282,6.221,6.083,6.221,6.238,6.169,6.653,6.29,6.221,6.446,6.566,6.186,6.705,6.722,6.29,6.186,6.169,6.204,6.446,6.532,6.186,6.255,6.273,6.342,6.463,6.117,6.29,6.221,6.186,6.342
828,7.9489,6.238,6.083,6.221,6.238,6.169,6.566,6.307,6.186,6.428,6.601,6.152,6.722,6.722,6.273,6.186,6.134,6.221,6.48,6.497,6.204,6.307,6.238,6.359,6.446,6.117,6.29,6.221,6.238,6.307
829,7.85674,6.204,6.048,6.221,6.221,6.169,6.618,6.325,6.221,6.446,6.566,6.186,6.705,6.739,6.29,6.169,6.152,6.186,6.446,6.515,6.169,6.273,6.273,6.359,6.446,6.117,6.307,6.221,6.204,6.307
830,7.85674,6.221,6.1,6.204,6.221,6.186,6.515,6.342,6.238,6.48,6.584,6.204,6.739,6.722,6.307,6.204,6.134,6.238,6.446,6.497,6.186,6.255,6.238,6.342,6.463,6.134,6.307,6.221,6.204,6.307
831,7.92586,6.255,6.083,6.169,6.221,6.169,6.394,6.29,6.221,6.463,6.584,6.186,6.687,6.722,6.273,6.186,6.152,6.204,6.463,6.463,6.204,6.273,6.273,6.359,6.463,6.1,6.29,6.221,6.221,6.307
832,7.90282,6.238,6.065,6.169,6.221,6.169,6.446,6.29,6.204,6.463,6.584,6.169,6.705,6.739,6.325,6.221,6.169,6.204,6.463,6.515,6.204,6.29,6.255,6.359,6.463,6.117,6.29,6.221,6.221,6.325
833,7.90282,6.255,6.065,6.204,6.238,6.186,6.48,6.325,6.221,6.446,6.584,6.204,6.705,6.739,6.307,6.204,6.134,6.204,6.463,6.48,6.186,6.29,6.238,6.359,6.446,6.117,6.29,6.238,6.238,6.307
834,7.87978,6.238,6.083,6.238,6.238,6.169,6.566,6.325,6.204,6.446,6.601,6.186,6.687,6.722,6.307,6.186,6.169,6.204,6.463,6.497,6.152,6.238,6.238,6.359,6.48,6.152,6.325,6.238,6.221,6.325
835,7.92586,6.255,6.1,6.238,6.255,6.186,6.48,6.29,6.238,6.463,6.549,6.169,6.687,6.705,6.29,6.169,6.152,6.204,6.446,6.497,6.169,6.273,6.238,6.342,6.463,6.1,6.325,6.273,6.186,6.307
836,7.8337,6.255,6.083,6.255,6.255,6.169,6.446,6.29,6.204,6.446,6.584,6.169,6.705,6.757,6.29,6.186,6.152,6.204,6.446,6.515,6.186,6.221,6.255,6.359,6.463,6.152,6.307,6.238,6.204,6.29
837,7.8337,6.221,6.065,6.204,6.221,6.152,6.463,6.307,6.221,6.463,6.601,6.169,6.722,6.774,6.325,6.204,6.169,6.186,6.463,6.497,6.221,6.255,6.255,6.394,6.428,6.117,6.29,6.221,6.221,6.325
838,7.92586,6.221,6.065,6.186,6.238,6.204,6.566,6.29,6.238,6.446,6.601,6.186,6.705,6.739,6.29,6.169,6.169,6.204,6.497,6.566,6.204,6.273,6.221,6.376,6.463,6.117,6.325,6.238,6.204,6.307
839,7.90282,6.204,6.083,6.204,6.255,6.169,6.618,6.359,6.204,6.428,6.601,6.186,6.705,6.722,6.307,6.169,6.186,6.221,6.48,6.48,6.204,6.29,6.221,6.376,6.446,6.152,6.342,6.255,6.204,6.325
840,7.87978,6.221,6.083,6.221,6.255,6.186,6.566,6.29,6.238,6.446,6.618,6.204,6.739,6.739,6.307,6.186,6.152,6.29,6.463,6.515,6.186,6.29,6.238,6.359,6.428,6.117,6.307,6.204,6.221,6.307
841,7.90282,6.238,6.083,6.221,6.221,6.186,6.566,6.29,6.221,6.463,6.601,6.169,6.705,6.739,6.307,6.169,6.152,6.325,6.463,6.515,6.186,6.255,6.238,6.376,6.446,6.117,6.307,6.221,6.238,6.325
842,7.92586,6.221,6.083,6.169,6.221,6.169,6.497,6.307,6.221,6.411,6.618,6.186,6.722,6.705,6.325,6.186,6.152,6.342,6.428,6.532,6.204,6.255,6.238,6.342,6.446,6.134,6.342,6.255,6.204,6.307
843,7.90282,6.238,6.083,6.238,6.221,6.186,6.566,6.29,6.238,6.428,6.601,6.169,6.722,6.722,6.29,6.186,6.134,6.29,6.428,6.497,6.204,6.273,6.238,6.325,6.411,6.134,6.307,6.221,6.238,6.325
844,7.87978,6.238,6.083,6.307,6.238,6.152,6.618,6.29,6.238,6.428,6.584,6.152,6.722,6.705,6.29,6.169,6.152,6.204,6.394,6.497,6.186,6.255,6.238,6.325,6.428,6.117,6.29,6.221,6.186,6.325
845,7.9489,6.238,6.065,6.273,6.221,6.186,6.636,6.29,6.221,6.446,6.601,6.186,6.722,6.739,6.29,6.169,6.152,6.255,6.411,6.515,6.221,6.238,6.273,6.342,6.411,6.1,6.307,6.255,6.169,6.307
846,7.87978,6.221,6.065,6.238,6.238,6.169,6.566,6.29,6.204,6.463,6.584,6.169,6.739,6.722,6.29,6.186,6.134,6.238,6.48,6.497,6.204,6.307,6.255,6.359,6.428,6.152,6.307,6.238,6.221,6.307
847,7.90282,6.221,6.083,6.238,6.221,6.186,6.566,6.29,6.204,6.428,6.584,6.169,6.843,6.722,6.307,6.186,6.152,6.273,6.428,6.515,6.186,6.307,6.255,6.359,6.446,6.083,6.325,6.255,6.204,6.325
848,7.9489,6.221,6.048,6.255,6.238,6.169,6.549,6.29,6.204,6.446,6.636,6.169,6.878,6.757,6.307,6.186,6.152,6.221,6.446,6.497,6.204,6.273,6.238,6.359,6.411,6.1,6.307,6.238,6.221,6.342
849,7.87978,6.221,6.048,6.204,6.238,6.186,6.566,6.29,6.238,6.463,6.601,6.169,6.722,6.722,6.29,6.186,6.134,6.204,6.48,6.532,6.186,6.273,6.238,6.394,6.428,6.117,6.29,6.204,6.204,6.342
850,7.90282,6.221,6.1,6.204,6.238,6.169,6.549,6.325,6.221,6.428,6.601,6.186,6.722,6.722,6.307,6.169,6.169,6.238,6.446,6.515,6.255,6.255,6.204,6.359,6.428,6.152,6.307,6.221,6.221,6.325
851,7.92586,6.221,6.065,6.221,6.255,6.186,6.515,6.273,6.204,6.446,6.636,6.152,6.705,6.774,6.29,6.204,6.186,6.221,6.463,6.515,6.204,6.255,6.255,6.359,6.411,6.152,6.29,6.221,6.204,6.307
852,7.9489,6.238,6.048,6.204,6.255,6.152,6.463,6.307,6.238,6.446,6.584,6.152,6.705,6.705,6.307,6.186,6.134,6.221,6.446,6.532,6.169,6.273,6.255,6.376,6.394,6.134,6.307,6.204,6.221,6.307
853,7.92586,6.255,6.083,6.221,6.255,6.186,6.532,6.29,6.221,6.446,6.653,6.152,6.722,6.757,6.307,6.169,6.152,6.204,6.463,6.515,6.186,6.325,6.221,6.359,6.411,6.117,6.307,6.221,6.204,6.307
854,7.97194,6.273,6.083,6.255,6.255,6.169,6.48,6.307,6.238,6.463,6.566,6.169,6.687,6.722,6.29,6.204,6.169,6.204,6.463,6.566,6.152,6.273,6.255,6.376,6.394,6.134,6.29,6.238,6.186,6.307
855,8.04106,6.255,6.1,6.273,6.221,6.169,6.497,6.29,6.238,6.446,6.601,6.169,6.705,6.739,6.307,6.204,6.134,6.204,6.463,6.515,6.169,6.255,6.238,6.342,6.359,6.134,6.307,6.221,6.221,6.29
856,7.87978,6.255,6.048,6.238,6.238,6.169,6.497,6.307,6.221,6.446,6.584,6.169,6.705,6.722,6.307,6.186,6.152,6.238,6.446,6.532,6.204,6.221,6.255,6.359,6.376,6.134,6.307,6.221,6.238,6.307
857,7.90282,6.255,6.048,6.238,6.221,6.186,6.601,6.325,6.204,6.48,6.584,6.169,6.757,6.739,6.307,6.186,6.169,6.221,6.48,6.549,6.204,6.238,6.238,6.359,6.359,6.117,6.325,6.238,6.238,6.342
858,7.9489,6.238,6.048,6.255,6.221,6.186,6.584,6.307,6.221,6.428,6.601,6.204,6.722,6.757,6.29,6.204,6.152,6.238,6.463,6.515,6.186,6.152,6.221,6.376,6.359,6.1,6.307,6.238,6.221,6.307
859,7.90282,6.238,6.065,6.221,6.238,6.152,6.515,6.29,6.221,6.446,6.566,6.169,6.739,6.757,6.29,6.186,6.186,6.221,6.428,6.549,6.204,6.152,6.238,6.342,6.376,6.134,6.325,6.273,6.204,6.325
860,7.92586,6.238,6.083,6.169,6.273,6.152,6.618,6.273,6.221,6.428,6.566,6.152,6.739,6.739,6.307,6.186,6.186,6.238,6.446,6.549,6.186,6.221,6.221,6.359,6.376,6.134,6.29,6.255,6.221,6.307
861,7.92586,6.221,6.065,6.186,6.221,6.152,6.566,6.29,6.221,6.463,6.618,6.186,6.722,6.722,6.307,6.204,6.169,6.204,6.48,6.532,6.186,6.273,6.273,6.376,6.428,6.152,6.273,6.221,6.204,6.29
862,7.90282,6.221,6.083,6.186,6.204,6.169,6.515,6.307,6.221,6.411,6.618,6.186,6.705,6.739,6.307,6.204,6.186,6.221,6.446,6.532,6.152,6.221,6.238,6.359,6.411,6.152,6.307,6.221,6.186,6.29
863,7.92586,6.221,6.065,6.273,6.221,6.152,6.566,6.273,6.238,6.411,6.636,6.152,6.687,6.739,6.29,6.169,6.152,6.204,6.497,6.497,6.186,6.238,6.221,6.359,6.394,6.117,6.29,6.221,6.186,6.307
864,7.92586,6.255,6.048,6.29,6.238,6.152,6.532,6.29,6.238,6.463,6.584,6.186,6.791,6.722,6.273,6.221,6.152,6.255,6.428,6.48,6.186,6.186,6.238,6.376,6.411,6.134,6.29,6.238,6.221,6.273
865,7.9489,6.221,6.1,6.273,6.255,6.152,6.497,6.307,6.204,6.446,6.584,6.169,6.808,6.722,6.325,6.186,6.169,6.204,6.446,6.549,6.221,6.169,6.255,6.376,6.411,6.169,6.273,6.238,6.204,6.29
866,7.90282,6.238,6.083,6.307,6.221,6.169,6.48,6.307,6.221,6.446,6.584,6.186,6.791,6.739,6.307,6.152,6.152,6.186,6.463,6.549,6.186,6.186,6.221,6.394,6.428,6.134,6.29,6.238,6.204,6.342
