TimeStamp,,,,TimeStamp,,,TimeStamp_45,Values_45
17:21:08.528 -> 78.2210.00,,,,21:08.5,->,,01:44.6,78.22
17:21:08.616 -> 78.2209.00,,,,21:08.6,->,,01:44.7,78.22
17:21:08.711 -> 76.2210.00,,,,21:08.7,->,,01:44.8,76.22
17:21:08.806 -> 78.2209.00,,,,21:08.8,->,,01:44.9,78.22
17:21:08.900 -> 76.2209.00,,,,21:08.9,->,,01:45.0,76.22
17:21:09.043 -> 76.2209.00,,,,21:09.0,->,,01:45.1,76.22
17:21:09.137 -> 76.2210.00,,,,21:09.1,->,,01:45.2,76.22
17:21:09.230 -> 78.2211.00,,,,21:09.2,->,,01:45.3,78.22
17:21:09.324 -> 80.1209.00,,,,21:09.3,->,,01:45.4,80.12
17:21:09.418 -> 76.2210.00,,,,21:09.4,->,,01:45.5,76.22
17:21:09.513 -> 78.2211.00,,,,21:09.5,->,,01:45.6,78.22
17:21:09.608 -> 80.1210.00,,,,21:09.6,->,,01:45.7,80.12
17:21:09.735 -> 78.2211.00,,,,21:09.7,->,,01:45.8,78.22
17:21:09.831 -> 80.1210.00,,,,21:09.8,->,,01:45.9,80.12
17:21:09.927 -> 78.2210.00,,,,21:09.9,->,,01:46.0,78.22
17:21:10.022 -> 78.2210.00,,,,21:10.0,->,,01:46.1,78.22
17:21:10.117 -> 78.2211.00,,,,21:10.1,->,,01:46.2,78.22
17:21:10.213 -> 80.1209.00,,,,21:10.2,->,,01:46.3,80.12
17:21:10.354 -> 76.2210.00,,,,21:10.4,->,,01:46.4,76.22
17:21:10.450 -> 78.2210.00,,,,21:10.4,->,,01:46.5,78.22
17:21:10.546 -> 78.2210.00,,,,21:10.5,->,,01:46.6,78.22
17:21:10.642 -> 78.2211.00,,,,21:10.6,->,,01:46.7,78.22
17:21:10.737 -> 80.1210.00,,,,21:10.7,->,,01:46.8,80.12
17:21:10.841 -> 78.2210.00,,,,21:10.8,->,,01:46.9,78.22
17:21:10.927 -> 78.2210.00,,,,21:10.9,->,,01:47.0,78.22
17:21:11.038 -> 78.2210.00,,,,21:11.0,->,,01:47.1,78.22
17:21:11.135 -> 78.2210.00,,,,21:11.1,->,,01:47.2,78.22
17:21:11.228 -> 78.2210.00,,,,21:11.2,->,,01:47.3,78.22
17:21:11.370 -> 78.2209.00,,,,21:11.4,->,,01:47.4,78.22
17:21:11.465 -> 76.2209.00,,,,21:11.5,->,,01:47.5,76.22
17:21:11.522 -> 76.2210.00,,,,21:11.5,->,,01:47.6,76.22
17:21:11.655 -> 78.2209.00,,,,21:11.7,->,,01:47.7,78.22
17:21:11.734 -> 76.2209.00,,,,21:11.7,->,,01:47.8,76.22
17:21:11.829 -> 76.2208.00,,,,21:11.8,->,,01:47.9,76.22
17:21:11.972 -> 74.3208.00,,,,21:12.0,->,,01:48.0,74.32
17:21:12.068 -> 74.3208.00,,,,21:12.1,->,,01:48.1,74.32
17:21:12.163 -> 74.3209.00,,,,21:12.2,->,,01:48.2,74.32
17:21:12.259 -> 76.2209.00,,,,21:12.3,->,,01:48.3,76.22
17:21:12.354 -> 76.2211.00,,,,21:12.4,->,,01:48.4,76.22
17:21:12.451 -> 80.1210.00,,,,21:12.5,->,,01:48.5,80.12
17:21:12.577 -> 78.2210.00,,,,21:12.6,->,,01:48.6,78.22
17:21:12.672 -> 78.2211.00,,,,21:12.7,->,,01:48.7,78.22
17:21:12.767 -> 80.1210.00,,,,21:12.8,->,,01:48.8,80.12
17:21:12.861 -> 78.2210.00,,,,21:12.9,->,,01:48.9,78.22
17:21:12.956 -> 78.2210.00,,,,21:13.0,->,,01:49.0,78.22
17:21:13.051 -> 78.2211.00,,,,21:13.1,->,,01:49.1,78.22
17:21:13.146 -> 80.1210.00,,,,21:13.1,->,,01:49.2,80.12
17:21:13.240 -> 78.2210.00,,,,21:13.2,->,,01:49.3,78.22
17:21:13.382 -> 78.2210.00,,,,21:13.4,->,,01:49.4,78.22
17:21:13.445 -> 78.2210.00,,,,21:13.4,->,,01:49.5,78.22
17:21:13.587 -> 78.2210.00,,,,21:13.6,->,,01:49.6,78.22
17:21:13.682 -> 78.2210.00,,,,21:13.7,->,,01:49.7,78.22
17:21:13.778 -> 78.2210.00,,,,21:13.8,->,,01:49.8,78.22
17:21:13.873 -> 78.2210.00,,,,21:13.9,->,,01:49.9,78.22
17:21:13.968 -> 78.2210.00,,,,21:14.0,->,,01:50.0,78.22
17:21:14.063 -> 78.2211.00,,,,21:14.1,->,,01:50.1,78.22
17:21:14.158 -> 80.1210.00,,,,21:14.2,->,,01:50.2,80.12
17:21:14.301 -> 78.2210.00,,,,21:14.3,->,,01:50.3,78.22
17:21:14.395 -> 78.2209.00,,,,21:14.4,->,,01:50.4,78.22
17:21:14.490 -> 76.2209.00,,,,21:14.5,->,,01:50.5,76.22
17:21:14.589 -> 76.2209.00,,,,21:14.6,->,,01:50.6,76.22
17:21:14.681 -> 76.2208.00,,,,21:14.7,->,,01:50.7,76.22
17:21:14.776 -> 74.3209.00,,,,21:14.8,->,,01:50.8,74.32
17:21:14.872 -> 76.2209.00,,,,21:14.9,->,,01:50.9,76.22
17:21:14.967 -> 76.2209.00,,,,21:15.0,->,,01:51.0,76.22
17:21:15.062 -> 76.2209.00,,,,21:15.1,->,,01:51.1,76.22
17:21:15.205 -> 76.2210.00,,,,21:15.2,->,,01:51.2,76.22
17:21:15.299 -> 78.2210.00,,,,21:15.3,->,,01:51.3,78.22
17:21:15.393 -> 78.2209.00,,,,21:15.4,->,,01:51.4,78.22
17:21:15.487 -> 76.2209.00,,,,21:15.5,->,,01:51.5,76.22
17:21:15.581 -> 76.2210.00,,,,21:15.6,->,,01:51.6,76.22
17:21:15.675 -> 78.2210.00,,,,21:15.7,->,,01:51.7,78.22
17:21:15.769 -> 78.2209.00,,,,21:15.8,->,,01:51.8,78.22
17:21:15.864 -> 76.2210.00,,,,21:15.9,->,,01:51.9,76.22
17:21:16.007 -> 78.2210.00,,,,21:16.0,->,,01:52.0,78.22
17:21:16.102 -> 78.2210.00,,,,21:16.1,->,,01:52.1,78.22
17:21:16.199 -> 78.2211.00,,,,21:16.2,->,,01:52.2,78.22
17:21:16.292 -> 80.1211.00,,,,21:16.3,->,,01:52.3,80.12
17:21:16.370 -> 80.1210.00,,,,21:16.4,->,,01:52.4,80.12
17:21:16.512 -> 78.2210.00,,,,21:16.5,->,,01:52.5,78.22
17:21:16.606 -> 78.2210.00,,,,21:16.6,->,,01:52.6,78.22
17:21:16.701 -> 78.2210.00,,,,21:16.7,->,,01:52.7,78.22
17:21:16.796 -> 78.2210.00,,,,21:16.8,->,,01:52.8,78.22
17:21:16.890 -> 78.2211.00,,,,21:16.9,->,,01:52.9,78.22
17:21:16.985 -> 80.1211.00,,,,21:17.0,->,,01:53.0,80.12
17:21:17.079 -> 80.1210.00,,,,21:17.1,->,,01:53.1,80.12
17:21:17.221 -> 78.2209.00,,,,21:17.2,->,,01:53.2,78.22
17:21:17.316 -> 76.2208.00,,,,21:17.3,->,,01:53.3,76.22
17:21:17.410 -> 74.3206.00,,,,21:17.4,->,,01:53.4,74.32
17:21:17.504 -> 70.3205.00,,,,21:17.5,->,,01:53.5,70.32
17:21:17.599 -> 68.4206.00,,,,21:17.6,->,,01:53.6,68.42
17:21:17.698 -> 70.3208.00,,,,21:17.7,->,,01:53.7,70.32
17:21:17.790 -> 74.3207.00,,,,21:17.8,->,,01:53.8,74.32
17:21:17.931 -> 72.3208.00,,,,21:17.9,->,,01:53.9,72.32
17:21:18.025 -> 74.3210.00,,,,21:18.0,->,,01:54.0,74.32
17:21:18.120 -> 78.2209.00,,,,21:18.1,->,,01:54.1,78.22
17:21:18.214 -> 76.2211.00,,,,21:18.2,->,,01:54.2,76.22
17:21:18.309 -> 80.1211.00,,,,21:18.3,->,,01:54.3,80.12
17:21:18.404 -> 80.1211.00,,,,21:18.4,->,,01:54.4,80.12
17:21:18.498 -> 80.1211.00,,,,21:18.5,->,,01:54.5,80.12
17:21:18.625 -> 80.1211.00,,,,21:18.6,->,,01:54.6,80.12
17:21:18.720 -> 80.1211.00,,,,21:18.7,->,,01:54.7,80.12
17:21:18.800 -> 80.1211.00,,,,21:18.8,->,,01:54.8,80.12
17:21:18.943 -> 80.1210.00,,,,21:18.9,->,,01:54.9,80.12
17:21:19.037 -> 78.2210.00,,,,21:19.0,->,,01:55.0,78.22
17:21:19.132 -> 78.2210.00,,,,21:19.1,->,,01:55.1,78.22
17:21:19.227 -> 78.2210.00,,,,21:19.2,->,,01:55.2,78.22
17:21:19.326 -> 78.2210.00,,,,21:19.3,->,,01:55.3,78.22
17:21:19.418 -> 78.2211.00,,,,21:19.4,->,,01:55.4,78.22
17:21:19.512 -> 80.1211.00,,,,21:19.5,->,,01:55.5,80.12
17:21:19.608 -> 80.1209.00,,,,21:19.6,->,,01:55.6,80.12
17:21:19.703 -> 76.2211.00,,,,21:19.7,->,,01:55.7,76.22
17:21:19.846 -> 80.1210.00,,,,21:19.8,->,,01:55.8,80.12
17:21:19.940 -> 78.2210.00,,,,21:19.9,->,,01:55.9,78.22
17:21:20.035 -> 78.2210.00,,,,21:20.0,->,,01:56.0,78.22
17:21:20.129 -> 78.2210.00,,,,21:20.1,->,,01:56.1,78.22
17:21:20.256 -> 78.2210.00,,,,21:20.3,->,,01:56.2,78.22
17:21:20.351 -> 78.2209.00,,,,21:20.4,->,,01:56.3,78.22
17:21:20.445 -> 76.2210.00,,,,21:20.4,->,,01:56.4,76.22
17:21:20.543 -> 78.2208.00,,,,21:20.5,->,,01:56.5,78.22
17:21:20.636 -> 74.3209.00,,,,21:20.6,->,,01:56.6,74.32
17:21:20.731 -> 76.2210.00,,,,21:20.7,->,,01:56.7,76.22
17:21:20.826 -> 78.2210.00,,,,21:20.8,->,,01:56.8,78.22
17:21:20.920 -> 78.2211.00,,,,21:20.9,->,,01:56.9,78.22
17:21:21.016 -> 80.1210.00,,,,21:21.0,->,,01:57.0,80.12
17:21:21.112 -> 78.2211.00,,,,21:21.1,->,,01:57.1,78.22
17:21:21.255 -> 80.1210.00,,,,21:21.3,->,,01:57.2,80.12
17:21:21.349 -> 78.2211.00,,,,21:21.3,->,,01:57.3,78.22
17:21:21.429 -> 80.1211.00,,,,21:21.4,->,,01:57.4,80.12
17:21:21.523 -> 80.1210.00,,,,21:21.5,->,,01:57.5,80.12
17:21:21.649 -> 78.2210.00,,,,21:21.6,->,,01:57.6,78.22
17:21:21.746 -> 78.2210.00,,,,21:21.7,->,,01:57.7,78.22
17:21:21.840 -> 78.2210.00,,,,21:21.8,->,,01:57.8,78.22
17:21:21.968 -> 78.2210.00,,,,21:22.0,->,,01:57.9,78.22
17:21:22.063 -> 78.2210.00,,,,21:22.1,->,,01:58.0,78.22
17:21:22.159 -> 78.2210.00,,,,21:22.2,->,,01:58.1,78.22
17:21:22.254 -> 78.2210.00,,,,21:22.3,->,,01:58.2,78.22
17:21:22.349 -> 78.2209.00,,,,21:22.3,->,,01:58.3,78.22
17:21:22.444 -> 76.2209.00,,,,21:22.4,->,,01:58.4,76.22
17:21:22.538 -> 76.2210.00,,,,21:22.5,->,,01:58.5,76.22
17:21:22.634 -> 78.2210.00,,,,21:22.6,->,,01:58.6,78.22
17:21:22.776 -> 78.2210.00,,,,21:22.8,->,,01:58.7,78.22
17:21:22.870 -> 78.2209.00,,,,21:22.9,->,,01:58.8,78.22
17:21:22.964 -> 76.2210.00,,,,21:23.0,->,,01:58.9,76.22
17:21:23.059 -> 78.2209.00,,,,21:23.1,->,,01:59.0,78.22
17:21:23.154 -> 76.2209.00,,,,21:23.2,->,,01:59.1,76.22
17:21:23.249 -> 76.2209.00,,,,21:23.2,->,,01:59.2,76.22
17:21:23.344 -> 76.2209.00,,,,21:23.3,->,,01:59.3,76.22
17:21:23.471 -> 76.2209.00,,,,21:23.5,->,,01:59.4,76.22
17:21:23.567 -> 76.2209.00,,,,21:23.6,->,,01:59.5,76.22
17:21:23.662 -> 76.2210.00,,,,21:23.7,->,,01:59.6,76.22
17:21:23.773 -> 78.2210.00,,,,21:23.8,->,,01:59.7,78.22
17:21:23.867 -> 78.2210.00,,,,21:23.9,->,,01:59.8,78.22
17:21:23.963 -> 78.2209.00,,,,21:24.0,->,,01:59.9,78.22
17:21:24.057 -> 76.2210.00,,,,21:24.1,->,,02:00.0,76.22
17:21:24.154 -> 78.2210.00,,,,21:24.2,->,,02:00.1,78.22
17:21:24.296 -> 78.2210.00,,,,21:24.3,->,,02:00.2,78.22
17:21:24.391 -> 78.2211.00,,,,21:24.4,->,,02:00.3,78.22
17:21:24.486 -> 80.1211.00,,,,21:24.5,->,,02:00.4,80.12
17:21:24.571 -> 80.1210.00,,,,21:24.6,->,,02:00.5,80.12
17:21:24.664 -> 78.2211.00,,,,21:24.7,->,,02:00.6,78.22
17:21:24.757 -> 80.1210.00,,,,21:24.8,->,,02:00.7,80.12
17:21:24.898 -> 78.2210.00,,,,21:24.9,->,,02:00.8,78.22
17:21:24.993 -> 78.2210.00,,,,21:25.0,->,,02:00.9,78.22
17:21:25.089 -> 78.2209.00,,,,21:25.1,->,,02:01.0,78.22
17:21:25.184 -> 76.2209.00,,,,21:25.2,->,,02:01.1,76.22
17:21:25.280 -> 76.2210.00,,,,21:25.3,->,,02:01.2,76.22
17:21:25.374 -> 78.2210.00,,,,21:25.4,->,,02:01.3,78.22
17:21:25.470 -> 78.2210.00,,,,21:25.5,->,,02:01.4,78.22
17:21:25.598 -> 78.2210.00,,,,21:25.6,->,,02:01.5,78.22
17:21:25.679 -> 78.2210.00,,,,21:25.7,->,,02:01.6,78.22
17:21:25.774 -> 78.2210.00,,,,21:25.8,->,,02:01.7,78.22
17:21:25.869 -> 78.2210.00,,,,21:25.9,->,,02:01.8,78.22
17:21:26.013 -> 78.2210.00,,,,21:26.0,->,,02:01.9,78.22
17:21:26.108 -> 78.2210.00,,,,21:26.1,->,,02:02.0,78.22
17:21:26.207 -> 78.2209.00,,,,21:26.2,->,,02:02.1,78.22
17:21:26.299 -> 76.2209.00,,,,21:26.3,->,,02:02.2,76.22
17:21:26.394 -> 76.2210.00,,,,21:26.4,->,,02:02.3,76.22
17:21:26.474 -> 78.2210.00,,,,21:26.5,->,,02:02.4,78.22
17:21:26.617 -> 78.2210.00,,,,21:26.6,->,,02:02.5,78.22
17:21:26.711 -> 78.2210.00,,,,21:26.7,->,,02:02.6,78.22
17:21:26.806 -> 78.2210.00,,,,21:26.8,->,,02:02.7,78.22
17:21:26.901 -> 78.2210.00,,,,21:26.9,->,,02:02.8,78.22
17:21:26.997 -> 78.2210.00,,,,21:27.0,->,,02:02.9,78.22
17:21:27.077 -> 78.2211.00,,,,21:27.1,->,,02:03.0,78.22
17:21:27.205 -> 80.1211.00,,,,21:27.2,->,,02:03.1,80.12
17:21:27.301 -> 80.1211.00,,,,21:27.3,->,,02:03.2,80.12
17:21:27.395 -> 80.1210.00,,,,21:27.4,->,,02:03.3,80.12
17:21:27.494 -> 78.2211.00,,,,21:27.5,->,,02:03.4,78.22
17:21:27.586 -> 80.1211.00,,,,21:27.6,->,,02:03.5,80.12
17:21:27.730 -> 80.1210.00,,,,21:27.7,->,,02:03.6,80.12
17:21:27.825 -> 78.2211.00,,,,21:27.8,->,,02:03.7,78.22
17:21:27.919 -> 80.1210.00,,,,21:27.9,->,,02:03.8,80.12
17:21:28.014 -> 78.2210.00,,,,21:28.0,->,,02:03.9,78.22
17:21:28.095 -> 78.2210.00,,,,21:28.1,->,,02:04.0,78.22
17:21:28.191 -> 78.2210.00,,,,21:28.2,->,,02:04.1,78.22
17:21:28.332 -> 78.2211.00,,,,21:28.3,->,,02:04.2,78.22
17:21:28.428 -> 80.1210.00,,,,21:28.4,->,,02:04.3,80.12
17:21:28.521 -> 78.2210.00,,,,21:28.5,->,,02:04.4,78.22
17:21:28.618 -> 78.2211.00,,,,21:28.6,->,,02:04.5,78.22
17:21:28.701 -> 80.1210.00,,,,21:28.7,->,,02:04.6,80.12
17:21:28.794 -> 78.2209.00,,,,21:28.8,->,,02:04.7,78.22
17:21:28.938 -> 76.2209.00,,,,21:28.9,->,,02:04.8,76.22
17:21:29.032 -> 76.2209.00,,,,21:29.0,->,,02:04.9,76.22
17:21:29.126 -> 76.2210.00,,,,21:29.1,->,,02:05.0,76.22
17:21:29.220 -> 78.2210.00,,,,21:29.2,->,,02:05.1,78.22
17:21:29.319 -> 78.2210.00,,,,21:29.3,->,,02:05.2,78.22
17:21:29.411 -> 78.2209.00,,,,21:29.4,->,,02:05.3,78.22
17:21:29.508 -> 76.2210.00,,,,21:29.5,->,,02:05.4,76.22
17:21:29.601 -> 78.2210.00,,,,21:29.6,->,,02:05.5,78.22
17:21:29.729 -> 78.2210.00,,,,21:29.7,->,,02:05.6,78.22
17:21:29.824 -> 78.2210.00,,,,21:29.8,->,,02:05.7,78.22
17:21:29.919 -> 78.2210.00,,,,21:29.9,->,,02:05.8,78.22
17:21:30.013 -> 78.2211.00,,,,21:30.0,->,,02:05.9,78.22
17:21:30.109 -> 80.1212.00,,,,21:30.1,->,,02:06.0,80.12
17:21:30.206 -> 82.1212.00,,,,21:30.2,->,,02:06.1,82.12
17:21:30.360 -> 82.1212.00,,,,21:30.4,->,,02:06.2,82.12
17:21:30.443 -> 82.1211.00,,,,21:30.4,->,,02:06.3,82.12
17:21:30.538 -> 80.1210.00,,,,21:30.5,->,,02:06.4,80.12
17:21:30.633 -> 78.2210.00,,,,21:30.6,->,,02:06.5,78.22
17:21:30.729 -> 78.2210.00,,,,21:30.7,->,,02:06.6,78.22
17:21:30.823 -> 78.2210.00,,,,21:30.8,->,,02:06.7,78.22
17:21:30.918 -> 78.2210.00,,,,21:30.9,->,,02:06.8,78.22
17:21:31.065 -> 78.2210.00,,,,21:31.1,->,,02:06.9,78.22
17:21:31.157 -> 78.2210.00,,,,21:31.2,->,,02:07.0,78.22
17:21:31.252 -> 78.2211.00,,,,21:31.3,->,,02:07.1,78.22
17:21:31.347 -> 80.1211.00,,,,21:31.3,->,,02:07.2,80.12
17:21:31.443 -> 80.1210.00,,,,21:31.4,->,,02:07.3,80.12
17:21:31.538 -> 78.2210.00,,,,21:31.5,->,,02:07.4,78.22
17:21:31.633 -> 78.2211.00,,,,21:31.6,->,,02:07.5,78.22
17:21:31.727 -> 80.1211.00,,,,21:31.7,->,,02:07.6,80.12
17:21:31.869 -> 80.1209.00,,,,21:31.9,->,,02:07.7,80.12
17:21:31.963 -> 76.2209.00,,,,21:32.0,->,,02:07.8,76.22
17:21:32.059 -> 76.2209.00,,,,21:32.1,->,,02:07.9,76.22
17:21:32.153 -> 76.2208.00,,,,21:32.2,->,,02:08.0,76.22
17:21:32.249 -> 74.3209.00,,,,21:32.2,->,,02:08.1,74.32
17:21:32.361 -> 76.2210.00,,,,21:32.4,->,,02:08.2,76.22
17:21:32.456 -> 78.2210.00,,,,21:32.5,->,,02:08.3,78.22
17:21:32.550 -> 78.2210.00,,,,21:32.6,->,,02:08.4,78.22
17:21:32.646 -> 78.2211.00,,,,21:32.6,->,,02:08.5,78.22
17:21:32.740 -> 80.1211.00,,,,21:32.7,->,,02:08.6,80.12
17:21:32.835 -> 80.1211.00,,,,21:32.8,->,,02:08.7,80.12
17:21:32.979 -> 80.1211.00,,,,21:33.0,->,,02:08.8,80.12
17:21:33.059 -> 80.1212.00,,,,21:33.1,->,,02:08.9,80.12
17:21:33.153 -> 82.1212.00,,,,21:33.2,->,,02:09.0,82.12
17:21:33.249 -> 82.1211.00,,,,21:33.2,->,,02:09.1,82.12
17:21:33.377 -> 80.1210.00,,,,21:33.4,->,,02:09.2,80.12
17:21:33.440 -> 78.2210.00,,,,21:33.4,->,,02:09.3,78.22
17:21:33.544 -> 78.2210.00,,,,21:33.5,->,,02:09.4,78.22
17:21:33.677 -> 78.2211.00,,,,21:33.7,->,,02:09.5,78.22
17:21:33.772 -> 80.1210.00,,,,21:33.8,->,,02:09.6,80.12
17:21:33.866 -> 78.2211.00,,,,21:33.9,->,,02:09.7,78.22
17:21:33.977 -> 80.1210.00,,,,21:34.0,->,,02:09.8,80.12
17:21:34.072 -> 78.2210.00,,,,21:34.1,->,,02:09.9,78.22
17:21:34.167 -> 78.2210.00,,,,21:34.2,->,,02:10.0,78.22
17:21:34.250 -> 78.2210.00,,,,21:34.3,->,,02:10.1,78.22
17:21:34.388 -> 78.2209.00,,,,21:34.4,->,,02:10.2,78.22
17:21:34.450 -> 76.2210.00,,,,21:34.4,->,,02:10.3,76.22
17:21:34.602 -> 78.2210.00,,,,21:34.6,->,,02:10.4,78.22
17:21:34.657 -> 78.2209.00,,,,21:34.7,->,,02:10.5,78.22
17:21:34.798 -> 76.2209.00,,,,21:34.8,->,,02:10.6,76.22
17:21:34.894 -> 76.2209.00,,,,21:34.9,->,,02:10.7,76.22
17:21:34.990 -> 76.2209.00,,,,21:35.0,->,,02:10.8,76.22
17:21:35.090 -> 76.2209.00,,,,21:35.1,->,,02:10.9,76.22
17:21:35.182 -> 76.2210.00,,,,21:35.2,->,,02:11.0,76.22
17:21:35.262 -> 78.2210.00,,,,21:35.3,->,,02:11.1,78.22
17:21:35.405 -> 78.2210.00,,,,21:35.4,->,,02:11.2,78.22
17:21:35.500 -> 78.2211.00,,,,21:35.5,->,,02:11.3,78.22
17:21:35.595 -> 80.1211.00,,,,21:35.6,->,,02:11.4,80.12
17:21:35.664 -> 80.1211.00,,,,21:35.7,->,,02:11.5,80.12
17:21:35.803 -> 80.1211.00,,,,21:35.8,->,,02:11.6,80.12
17:21:35.896 -> 80.1211.00,,,,21:35.9,->,,02:11.7,80.12
17:21:35.976 -> 80.1210.00,,,,21:36.0,->,,02:11.8,80.12
17:21:36.072 -> 78.2210.00,,,,21:36.1,->,,02:11.9,78.22
17:21:36.199 -> 78.2209.00,,,,21:36.2,->,,02:12.0,78.22
17:21:36.295 -> 76.2208.00,,,,21:36.3,->,,02:12.1,76.22
17:21:36.405 -> 74.3209.00,,,,21:36.4,->,,02:12.2,74.32
17:21:36.500 -> 76.2210.00,,,,21:36.5,->,,02:12.3,76.22
17:21:36.599 -> 78.2210.00,,,,21:36.6,->,,02:12.4,78.22
17:21:36.690 -> 78.2210.00,,,,21:36.7,->,,02:12.5,78.22
17:21:36.784 -> 78.2210.00,,,,21:36.8,->,,02:12.6,78.22
17:21:36.879 -> 78.2211.00,,,,21:36.9,->,,02:12.7,78.22
17:21:37.006 -> 80.1211.00,,,,21:37.0,->,,02:12.8,80.12
17:21:37.085 -> 80.1210.00,,,,21:37.1,->,,02:12.9,80.12
17:21:37.196 -> 78.2210.00,,,,21:37.2,->,,02:13.0,78.22
17:21:37.290 -> 78.2210.00,,,,21:37.3,->,,02:13.1,78.22
17:21:37.384 -> 78.2208.00,,,,21:37.4,->,,02:13.2,78.22
17:21:37.526 -> 74.3208.00,,,,21:37.5,->,,02:13.3,74.32
17:21:37.574 -> 74.3208.00,,,,21:37.6,->,,02:13.4,74.32
17:21:37.716 -> 74.3207.00,,,,21:37.7,->,,02:13.5,74.32
17:21:37.810 -> 72.3207.00,,,,21:37.8,->,,02:13.6,72.32
17:21:37.904 -> 72.3208.00,,,,21:37.9,->,,02:13.7,72.32
17:21:37.999 -> 74.3208.00,,,,21:38.0,->,,02:13.8,74.32
17:21:38.094 -> 74.3210.00,,,,21:38.1,->,,02:13.9,74.32
17:21:38.189 -> 78.2210.00,,,,21:38.2,->,,02:14.0,78.22
17:21:38.330 -> 78.2210.00,,,,21:38.3,->,,02:14.1,78.22
17:21:38.424 -> 78.2210.00,,,,21:38.4,->,,02:14.2,78.22
17:21:38.486 -> 78.2209.00,,,,21:38.5,->,,02:14.3,78.22
17:21:38.627 -> 76.2210.00,,,,21:38.6,->,,02:14.4,76.22
17:21:38.721 -> 78.2210.00,,,,21:38.7,->,,02:14.5,78.22
17:21:38.816 -> 78.2211.00,,,,21:38.8,->,,02:14.6,78.22
17:21:38.909 -> 80.1,,,,21:38.9,->,,02:14.7,80.1
,,,,,,,02:14.8,
,,,,,,,02:14.9,
,,,,,,,02:15.0,
,,,,,,,02:15.1,
,,,,,,,02:15.2,
,,,,,,,02:15.3,
,,,,,,,02:15.4,
,,,,,,,02:15.5,
,,,,,,,02:15.6,
,,,,,,,02:15.7,
,,,,,,,02:15.8,
,,,,,,,02:15.9,
,,,,,,,02:16.0,
,,,,,,,02:16.1,
,,,,,,,02:16.2,
,,,,,,,02:16.3,
,,,,,,,02:16.4,
,,,,,,,02:16.5,
,,,,,,,02:16.6,
,,,,,,,02:16.7,
,,,,,,,02:16.8,
,,,,,,,02:16.9,
,,,,,,,02:17.0,
,,,,,,,02:17.1,
,,,,,,,02:17.2,
,,,,,,,02:17.3,
,,,,,,,02:17.4,
,,,,,,,02:17.5,
,,,,,,,02:17.6,
,,,,,,,02:17.7,
,,,,,,,02:17.8,
,,,,,,,02:17.9,
,,,,,,,02:18.0,
,,,,,,,02:18.1,
,,,,,,,02:18.2,
,,,,,,,02:18.3,
,,,,,,,02:18.4,
,,,,,,,02:18.5,
,,,,,,,02:18.6,
,,,,,,,02:18.7,
,,,,,,,02:18.8,
,,,,,,,02:18.9,
,,,,,,,02:19.0,
,,,,,,,02:19.1,
,,,,,,,02:19.2,
,,,,,,,02:19.3,
,,,,,,,02:19.4,
,,,,,,,02:19.5,
,,,,,,,02:19.6,
,,,,,,,02:19.7,
,,,,,,,02:19.8,
,,,,,,,02:19.9,
,,,,,,,02:20.0,
,,,,,,,02:20.1,
,,,,,,,02:20.2,
,,,,,,,02:20.3,
,,,,,,,02:20.4,
,,,,,,,02:20.5,
,,,,,,,02:20.6,
,,,,,,,02:20.7,
,,,,,,,02:20.8,
,,,,,,,02:20.9,
,,,,,,,02:21.0,
,,,,,,,02:21.1,
,,,,,,,02:21.2,
,,,,,,,02:21.3,
,,,,,,,02:21.4,
,,,,,,,02:21.5,
,,,,,,,02:21.6,
,,,,,,,02:21.7,
,,,,,,,02:21.8,
,,,,,,,02:21.9,
,,,,,,,02:22.0,
,,,,,,,02:22.1,
,,,,,,,02:22.2,
,,,,,,,02:22.3,
,,,,,,,02:22.4,
,,,,,,,02:22.5,
,,,,,,,02:22.6,
,,,,,,,02:22.7,
,,,,,,,02:22.8,
,,,,,,,02:22.9,
,,,,,,,02:23.0,
,,,,,,,02:23.1,
,,,,,,,02:23.2,
,,,,,,,02:23.3,
,,,,,,,02:23.4,
,,,,,,,02:23.5,
,,,,,,,02:23.6,
,,,,,,,02:23.7,
,,,,,,,02:23.8,
,,,,,,,02:23.9,
,,,,,,,02:24.0,
,,,,,,,02:24.1,
,,,,,,,02:24.2,
,,,,,,,02:24.3,
,,,,,,,02:24.4,
,,,,,,,02:24.5,
,,,,,,,02:24.6,
,,,,,,,02:24.7,
,,,,,,,02:24.8,
,,,,,,,02:24.9,
,,,,,,,02:25.0,
,,,,,,,02:25.1,
,,,,,,,02:25.2,
,,,,,,,02:25.3,
,,,,,,,02:25.4,
,,,,,,,02:25.5,
,,,,,,,02:25.6,
,,,,,,,02:25.7,
,,,,,,,02:25.8,
,,,,,,,02:25.9,
,,,,,,,02:26.0,
,,,,,,,02:26.1,
,,,,,,,02:26.2,
,,,,,,,02:26.3,
,,,,,,,02:26.4,
,,,,,,,02:26.5,
,,,,,,,02:26.6,
,,,,,,,02:26.7,
,,,,,,,02:26.8,
,,,,,,,02:26.9,
,,,,,,,02:27.0,
,,,,,,,02:27.1,
,,,,,,,02:27.2,
,,,,,,,02:27.3,
,,,,,,,02:27.4,
