TimeStamp,Unit,,,TimeStamp,,Values_N,,TimeStamp,TimeStamp_N
14:20:52.228 -> 95.7,kPa,,,20:52.2,->,95.7,,01:31.2,01:31.2
14:20:52.324 -> 97.7,kPa,,,20:52.3,->,97.7,,01:31.3,01:31.3
14:20:52.419 -> 95.7,kPa,,,20:52.4,->,95.7,,01:31.4,01:31.4
14:20:52.513 -> 89.9,kPa,,,20:52.5,->,89.9,,01:31.5,01:31.5
14:20:52.607 -> 87.9,kPa,,,20:52.6,->,87.9,,01:31.6,01:31.6
14:20:52.701 -> 86.0,kPa,,,20:52.7,->,86,,01:31.7,01:31.7
14:20:52.795 -> 87.9,kPa,,,20:52.8,->,87.9,,01:31.8,01:31.8
14:20:52.904 -> 87.9,kPa,,,20:52.9,->,87.9,,01:31.9,01:31.9
14:20:52.998 -> 86.0,kPa,,,20:53.0,->,86,,01:32.0,01:32.0
14:20:53.077 -> 87.9,kPa,,,20:53.1,->,87.9,,01:32.1,01:32.1
14:20:53.186 -> 91.8,kPa,,,20:53.2,->,91.8,,01:32.2,01:32.2
14:20:53.328 -> 91.8,kPa,,,20:53.3,->,91.8,,01:32.3,01:32.3
14:20:53.425 -> 93.8,kPa,,,20:53.4,->,93.8,,01:32.4,01:32.4
14:20:53.520 -> 95.7,kPa,,,20:53.5,->,95.7,,01:32.5,01:32.5
14:20:53.617 -> 95.7,kPa,,,20:53.6,->,95.7,,01:32.6,01:32.6
14:20:53.710 -> 93.8,kPa,,,20:53.7,->,93.8,,01:32.7,01:32.7
14:20:53.806 -> 95.7,kPa,,,20:53.8,->,95.7,,01:32.8,01:32.8
14:20:53.932 -> 97.7,kPa,,,20:53.9,->,97.7,,01:32.9,01:32.9
14:20:54.026 -> 97.7,kPa,,,20:54.0,->,97.7,,01:33.0,01:33.0
14:20:54.136 -> 97.7,kPa,,,20:54.1,->,97.7,,01:33.1,01:33.1
14:20:54.307 -> 97.7,kPa,,,20:54.3,->,97.7,,01:33.2,01:33.2
14:20:54.307 -> 97.7,kPa,,,20:54.3,->,97.7,,01:33.3,01:33.3
14:20:54.417 -> 97.7,kPa,,,20:54.4,->,97.7,,01:33.4,01:33.4
14:20:54.511 -> 99.6,kPa,,,20:54.5,->,99.6,,01:33.5,01:33.5
14:20:54.605 -> 99.6,kPa,,,20:54.6,->,99.6,,01:33.6,01:33.6
14:20:54.699 -> 99.6,kPa,,,20:54.7,->,99.6,,01:33.7,01:33.7
14:20:54.840 -> 97.7,kPa,,,20:54.8,->,97.7,,01:33.8,01:33.8
14:20:54.934 -> 95.7,kPa,,,20:54.9,->,95.7,,01:33.9,01:33.9
14:20:55.027 -> 91.8,kPa,,,20:55.0,->,91.8,,01:34.0,01:34.0
14:20:55.121 -> 89.9,kPa,,,20:55.1,->,89.9,,01:34.1,01:34.1
14:20:55.340 -> 87.9,kPa,,,20:55.3,->,87.9,,01:34.2,01:34.2
14:20:55.340 -> 82.1,kPa,,,20:55.3,->,82.1,,01:34.3,01:34.3
14:20:55.434 -> 78.2,kPa,,,20:55.4,->,78.2,,01:34.4,01:34.4
14:20:55.527 -> 78.2,kPa,,,20:55.5,->,78.2,,01:34.5,01:34.5
14:20:55.621 -> 82.1,kPa,,,20:55.6,->,82.1,,01:34.6,01:34.6
14:20:55.715 -> 84.0,kPa,,,20:55.7,->,84,,01:34.7,01:34.7
14:20:55.809 -> 89.9,kPa,,,20:55.8,->,89.9,,01:34.8,01:34.8
14:20:55.903 -> 91.8,kPa,,,20:55.9,->,91.8,,01:34.9,01:34.9
14:20:55.996 -> 91.8,kPa,,,20:56.0,->,91.8,,01:35.0,01:35.0
14:20:56.137 -> 84.0,kPa,,,20:56.1,->,84,,01:35.1,01:35.1
14:20:56.327 -> 80.1,kPa,,,20:56.3,->,80.1,,01:35.2,01:35.2
14:20:56.327 -> 76.2,kPa,,,20:56.3,->,76.2,,01:35.3,01:35.3
14:20:56.418 -> 72.3,kPa,,,20:56.4,->,72.3,,01:35.4,01:35.4
14:20:56.512 -> 72.3,kPa,,,20:56.5,->,72.3,,01:35.5,01:35.5
14:20:56.606 -> 70.3,kPa,,,20:56.6,->,70.3,,01:35.6,01:35.6
14:20:56.747 -> 72.3,kPa,,,20:56.7,->,72.3,,01:35.7,01:35.7
14:20:56.840 -> 78.2,kPa,,,20:56.8,->,78.2,,01:35.8,01:35.8
14:20:56.934 -> 87.9,kPa,,,20:56.9,->,87.9,,01:35.9,01:35.9
14:20:57.028 -> 91.8,kPa,,,20:57.0,->,91.8,,01:36.0,01:36.0
14:20:57.122 -> 95.7,kPa,,,20:57.1,->,95.7,,01:36.1,01:36.1
14:20:57.201 -> 95.7,kPa,,,20:57.2,->,95.7,,01:36.2,01:36.2
14:20:57.326 -> 95.7,kPa,,,20:57.3,->,95.7,,01:36.3,01:36.3
14:20:57.435 -> 95.7,kPa,,,20:57.4,->,95.7,,01:36.4,01:36.4
14:20:57.529 -> 93.8,kPa,,,20:57.5,->,93.8,,01:36.5,01:36.5
14:20:57.623 -> 91.8,kPa,,,20:57.6,->,91.8,,01:36.6,01:36.6
14:20:57.733 -> 91.8,kPa,,,20:57.7,->,91.8,,01:36.7,01:36.7
14:20:57.827 -> 89.9,kPa,,,20:57.8,->,89.9,,01:36.8,01:36.8
14:20:57.920 -> 89.9,kPa,,,20:57.9,->,89.9,,01:36.9,01:36.9
14:20:58.014 -> 87.9,kPa,,,20:58.0,->,87.9,,01:37.0,01:37.0
14:20:58.155 -> 84.0,kPa,,,20:58.2,->,84,,01:37.1,01:37.1
14:20:58.295 -> 87.9,kPa,,,20:58.3,->,87.9,,01:37.2,01:37.2
14:20:58.343 -> 89.9,kPa,,,20:58.3,->,89.9,,01:37.3,01:37.3
14:20:58.437 -> 91.8,kPa,,,20:58.4,->,91.8,,01:37.4,01:37.4
14:20:58.532 -> 95.7,kPa,,,20:58.5,->,95.7,,01:37.5,01:37.5
14:20:58.625 -> 95.7,kPa,,,20:58.6,->,95.7,,01:37.6,01:37.6
14:20:58.719 -> 93.8,kPa,,,20:58.7,->,93.8,,01:37.7,01:37.7
14:20:58.813 -> 97.7,kPa,,,20:58.8,->,97.7,,01:37.8,01:37.8
14:20:58.954 -> 97.7,kPa,,,20:59.0,->,97.7,,01:37.9,01:37.9
14:20:59.047 -> 89.9,kPa,,,20:59.0,->,89.9,,01:38.0,01:38.0
14:20:59.141 -> 86.0,kPa,,,20:59.1,->,86,,01:38.1,01:38.1
14:20:59.313 -> 80.1,kPa,,,20:59.3,->,80.1,,01:38.2,01:38.2
14:20:59.329 -> 72.3,kPa,,,20:59.3,->,72.3,,01:38.3,01:38.3
14:20:59.469 -> 64.5,kPa,,,20:59.5,->,64.5,,01:38.4,01:38.4
14:20:59.563 -> 60.6,kPa,,,20:59.6,->,60.6,,01:38.5,01:38.5
14:20:59.657 -> 54.7,kPa,,,20:59.7,->,54.7,,01:38.6,01:38.6
14:20:59.751 -> 54.7,kPa,,,20:59.8,->,54.7,,01:38.7,01:38.7
14:20:59.845 -> 58.6,kPa,,,20:59.8,->,58.6,,01:38.8,01:38.8
14:20:59.939 -> 58.6,kPa,,,20:59.9,->,58.6,,01:38.9,01:38.9
14:21:00.033 -> 64.5,kPa,,,21:00.0,->,64.5,,01:39.0,01:39.0
14:21:00.127 -> 70.3,kPa,,,21:00.1,->,70.3,,01:39.1,01:39.1
14:21:00.267 -> 70.3,kPa,,,21:00.3,->,70.3,,01:39.2,01:39.2
14:21:00.362 -> 66.4,kPa,,,21:00.4,->,66.4,,01:39.3,01:39.3
14:21:00.455 -> 62.5,kPa,,,21:00.5,->,62.5,,01:39.4,01:39.4
14:21:00.549 -> 64.5,kPa,,,21:00.5,->,64.5,,01:39.5,01:39.5
14:21:00.642 -> 70.3,kPa,,,21:00.6,->,70.3,,01:39.6,01:39.6
14:21:00.736 -> 74.3,kPa,,,21:00.7,->,74.3,,01:39.7,01:39.7
14:21:00.830 -> 80.1,kPa,,,21:00.8,->,80.1,,01:39.8,01:39.8
14:21:00.970 -> 86.0,kPa,,,21:01.0,->,86,,01:39.9,01:39.9
14:21:01.064 -> 91.8,kPa,,,21:01.1,->,91.8,,01:40.0,01:40.0
14:21:01.158 -> 93.8,kPa,,,21:01.2,->,93.8,,01:40.1,01:40.1
14:21:01.315 -> 95.7,kPa,,,21:01.3,->,95.7,,01:40.2,01:40.2
14:21:01.332 -> 97.7,kPa,,,21:01.3,->,97.7,,01:40.3,01:40.3
14:21:01.474 -> 97.7,kPa,,,21:01.5,->,97.7,,01:40.4,01:40.4
14:21:01.568 -> 95.7,kPa,,,21:01.6,->,95.7,,01:40.5,01:40.5
14:21:01.662 -> 97.7,kPa,,,21:01.7,->,97.7,,01:40.6,01:40.6
14:21:01.756 -> 99.6,kPa,,,21:01.8,->,99.6,,01:40.7,01:40.7
14:21:01.849 -> 97.7,kPa,,,21:01.8,->,97.7,,01:40.8,01:40.8
14:21:01.959 -> 99.6,kPa,,,21:02.0,->,99.6,,01:40.9,01:40.9
14:21:02.052 -> 97.7,kPa,,,21:02.1,->,97.7,,01:41.0,01:41.0
14:21:02.148 -> 93.8,kPa,,,21:02.1,->,93.8,,01:41.1,01:41.1
14:21:02.325 -> 89.9,kPa,,,21:02.3,->,89.9,,01:41.2,01:41.2
14:21:02.370 -> 87.9,kPa,,,21:02.4,->,87.9,,01:41.3,01:41.3
14:21:02.464 -> 84.0,kPa,,,21:02.5,->,84,,01:41.4,01:41.4
14:21:02.558 -> 80.1,kPa,,,21:02.6,->,80.1,,01:41.5,01:41.5
14:21:02.652 -> 76.2,kPa,,,21:02.7,->,76.2,,01:41.6,01:41.6
14:21:02.761 -> 72.3,kPa,,,21:02.8,->,72.3,,01:41.7,01:41.7
14:21:02.856 -> 68.4,kPa,,,21:02.9,->,68.4,,01:41.8,01:41.8
14:21:02.950 -> 66.4,kPa,,,21:03.0,->,66.4,,01:41.9,01:41.9
14:21:03.044 -> 72.3,kPa,,,21:03.0,->,72.3,,01:42.0,01:42.0
14:21:03.169 -> 70.3,kPa,,,21:03.2,->,70.3,,01:42.1,01:42.1
14:21:03.372 -> 68.4,kPa,,,21:03.4,->,68.4,,01:42.2,01:42.2
14:21:03.372 -> 68.4,kPa,,,21:03.4,->,68.4,,01:42.3,01:42.3
14:21:03.485 -> 72.3,kPa,,,21:03.5,->,72.3,,01:42.4,01:42.4
14:21:03.579 -> 70.3,kPa,,,21:03.6,->,70.3,,01:42.5,01:42.5
14:21:03.673 -> 66.4,kPa,,,21:03.7,->,66.4,,01:42.6,01:42.6
14:21:03.767 -> 60.6,kPa,,,21:03.8,->,60.6,,01:42.7,01:42.7
14:21:03.860 -> 54.7,kPa,,,21:03.9,->,54.7,,01:42.8,01:42.8
14:21:03.955 -> 52.8,kPa,,,21:04.0,->,52.8,,01:42.9,01:42.9
14:21:04.048 -> 56.7,kPa,,,21:04.0,->,56.7,,01:43.0,01:43.0
14:21:04.189 -> 64.5,kPa,,,21:04.2,->,64.5,,01:43.1,01:43.1
14:21:04.316 -> 72.3,kPa,,,21:04.3,->,72.3,,01:43.2,01:43.2
14:21:04.362 -> 74.3,kPa,,,21:04.4,->,74.3,,01:43.3,01:43.3
14:21:04.457 -> 76.2,kPa,,,21:04.5,->,76.2,,01:43.4,01:43.4
14:21:04.597 -> 78.2,kPa,,,21:04.6,->,78.2,,01:43.5,01:43.5
14:21:04.644 -> 82.1,kPa,,,21:04.6,->,82.1,,01:43.6,01:43.6
14:21:04.739 -> 82.1,kPa,,,21:04.7,->,82.1,,01:43.7,01:43.7
14:21:04.895 -> 89.9,kPa,,,21:04.9,->,89.9,,01:43.8,01:43.8
14:21:04.989 -> 93.8,kPa,,,21:05.0,->,93.8,,01:43.9,01:43.9
14:21:05.082 -> 97.7,kPa,,,21:05.1,->,97.7,,01:44.0,01:44.0
14:21:05.176 -> 97.7,kPa,,,21:05.2,->,97.7,,01:44.1,01:44.1
14:21:05.364 -> 93.8,kPa,,,21:05.4,->,93.8,,01:44.2,01:44.2
14:21:05.364 -> 87.9,kPa,,,21:05.4,->,87.9,,01:44.3,01:44.3
14:21:05.490 -> 84.0,kPa,,,21:05.5,->,84,,01:44.4,01:44.4
14:21:05.584 -> 84.0,kPa,,,21:05.6,->,84,,01:44.5,01:44.5
14:21:05.677 -> 84.0,kPa,,,21:05.7,->,84,,01:44.6,01:44.6
14:21:05.771 -> 84.0,kPa,,,21:05.8,->,84,,01:44.7,01:44.7
14:21:05.865 -> 80.1,kPa,,,21:05.9,->,80.1,,01:44.8,01:44.8
14:21:05.959 -> 78.2,kPa,,,21:06.0,->,78.2,,01:44.9,01:44.9
14:21:06.053 -> 76.2,kPa,,,21:06.1,->,76.2,,01:45.0,01:45.0
14:21:06.224 -> 78.2,kPa,,,21:06.2,->,78.2,,01:45.1,01:45.1
14:21:06.271 -> 84.0,kPa,,,21:06.3,->,84,,01:45.2,01:45.2
14:21:06.366 -> 86.0,kPa,,,21:06.4,->,86,,01:45.3,01:45.3
14:21:06.507 -> 93.8,kPa,,,21:06.5,->,93.8,,01:45.4,01:45.4
14:21:06.601 -> 95.7,kPa,,,21:06.6,->,95.7,,01:45.5,01:45.5
14:21:06.694 -> 97.7,kPa,,,21:06.7,->,97.7,,01:45.6,01:45.6
14:21:06.788 -> 97.7,kPa,,,21:06.8,->,97.7,,01:45.7,01:45.7
14:21:06.882 -> 97.7,kPa,,,21:06.9,->,97.7,,01:45.8,01:45.8
14:21:06.975 -> 97.7,kPa,,,21:07.0,->,97.7,,01:45.9,01:45.9
14:21:07.069 -> 93.8,kPa,,,21:07.1,->,93.8,,01:46.0,01:46.0
14:21:07.210 -> 93.8,kPa,,,21:07.2,->,93.8,,01:46.1,01:46.1
14:21:07.272 -> 97.7,kPa,,,21:07.3,->,97.7,,01:46.2,01:46.2
14:21:07.413 -> 97.7,kPa,,,21:07.4,->,97.7,,01:46.3,01:46.3
14:21:07.491 -> 99.6,kPa,,,21:07.5,->,99.6,,01:46.4,01:46.4
14:21:07.585 -> 97.7,kPa,,,21:07.6,->,97.7,,01:46.5,01:46.5
14:21:07.679 -> 95.7,kPa,,,21:07.7,->,95.7,,01:46.6,01:46.6
14:21:07.788 -> 97.7,kPa,,,21:07.8,->,97.7,,01:46.7,01:46.7
14:21:07.882 -> 97.7,kPa,,,21:07.9,->,97.7,,01:46.8,01:46.8
14:21:07.975 -> 95.7,kPa,,,21:08.0,->,95.7,,01:46.9,01:46.9
14:21:08.117 -> 87.9,kPa,,,21:08.1,->,87.9,,01:47.0,01:47.0
14:21:08.210 -> 82.1,kPa,,,21:08.2,->,82.1,,01:47.1,01:47.1
14:21:08.273 -> 78.2,kPa,,,21:08.3,->,78.2,,01:47.2,01:47.2
14:21:08.398 -> 78.2,kPa,,,21:08.4,->,78.2,,01:47.3,01:47.3
14:21:08.507 -> 76.2,kPa,,,21:08.5,->,76.2,,01:47.4,01:47.4
14:21:08.601 -> 72.3,kPa,,,21:08.6,->,72.3,,01:47.5,01:47.5
14:21:08.679 -> 70.3,kPa,,,21:08.7,->,70.3,,01:47.6,01:47.6
14:21:08.788 -> 70.3,kPa,,,21:08.8,->,70.3,,01:47.7,01:47.7
14:21:08.913 -> 70.3,kPa,,,21:08.9,->,70.3,,01:47.8,01:47.8
14:21:08.960 -> 72.3,kPa,,,21:09.0,->,72.3,,01:47.9,01:47.9
14:21:09.101 -> 74.3,kPa,,,21:09.1,->,74.3,,01:48.0,01:48.0
14:21:09.195 -> 78.2,kPa,,,21:09.2,->,78.2,,01:48.1,01:48.1
14:21:09.288 -> 86.0,kPa,,,21:09.3,->,86,,01:48.2,01:48.2
14:21:09.382 -> 95.7,kPa,,,21:09.4,->,95.7,,01:48.3,01:48.3
14:21:09.476 -> 95.7,kPa,,,21:09.5,->,95.7,,01:48.4,01:48.4
14:21:09.617 -> 99.6,kPa,,,21:09.6,->,99.6,,01:48.5,01:48.5
14:21:09.711 -> 99.6,kPa,,,21:09.7,->,99.6,,01:48.6,01:48.6
14:21:09.805 -> 95.7,kPa,,,21:09.8,->,95.7,,01:48.7,01:48.7
14:21:09.899 -> 95.7,kPa,,,21:09.9,->,95.7,,01:48.8,01:48.8
14:21:09.993 -> 95.7,kPa,,,21:10.0,->,95.7,,01:48.9,01:48.9
14:21:10.118 -> 91.8,kPa,,,21:10.1,->,91.8,,01:49.0,01:49.0
14:21:10.212 -> 93.8,kPa,,,21:10.2,->,93.8,,01:49.1,01:49.1
14:21:10.274 -> 95.7,kPa,,,21:10.3,->,95.7,,01:49.2,01:49.2
14:21:10.415 -> 93.8,kPa,,,21:10.4,->,93.8,,01:49.3,01:49.3
14:21:10.508 -> 91.8,kPa,,,21:10.5,->,91.8,,01:49.4,01:49.4
14:21:10.602 -> 95.7,kPa,,,21:10.6,->,95.7,,01:49.5,01:49.5
14:21:10.696 -> 97.7,kPa,,,21:10.7,->,97.7,,01:49.6,01:49.6
14:21:10.790 -> 97.7,kPa,,,21:10.8,->,97.7,,01:49.7,01:49.7
14:21:10.884 -> 97.7,kPa,,,21:10.9,->,97.7,,01:49.8,01:49.8
14:21:11.024 -> 97.7,kPa,,,21:11.0,->,97.7,,01:49.9,01:49.9
14:21:11.118 -> 99.6,kPa,,,21:11.1,->,99.6,,01:50.0,01:50.0
14:21:11.196 -> 97.7,kPa,,,21:11.2,->,97.7,,01:50.1,01:50.1
14:21:11.306 -> 95.7,kPa,,,21:11.3,->,95.7,,01:50.2,01:50.2
14:21:11.399 -> 93.8,kPa,,,21:11.4,->,93.8,,01:50.3,01:50.3
14:21:11.509 -> 95.7,kPa,,,21:11.5,->,95.7,,01:50.4,01:50.4
14:21:11.618 -> 97.7,kPa,,,21:11.6,->,97.7,,01:50.5,01:50.5
14:21:11.712 -> 91.8,kPa,,,21:11.7,->,91.8,,01:50.6,01:50.6
14:21:11.806 -> 93.8,kPa,,,21:11.8,->,93.8,,01:50.7,01:50.7
14:21:11.915 -> 97.7,kPa,,,21:11.9,->,97.7,,01:50.8,01:50.8
14:21:12.009 -> 99.6,kPa,,,21:12.0,->,99.6,,01:50.9,01:50.9
14:21:12.103 -> 97.7,kPa,,,21:12.1,->,97.7,,01:51.0,01:51.0
14:21:12.212 -> 95.7,kPa,,,21:12.2,->,95.7,,01:51.1,01:51.1
14:21:12.306 -> 95.7,kPa,,,21:12.3,->,95.7,,01:51.2,01:51.2
14:21:12.399 -> 93.8,kPa,,,21:12.4,->,93.8,,01:51.3,01:51.3
14:21:12.540 -> 87.9,kPa,,,21:12.5,->,87.9,,01:51.4,01:51.4
14:21:12.619 -> 86.0,kPa,,,21:12.6,->,86,,01:51.5,01:51.5
14:21:12.729 -> 86.0,kPa,,,21:12.7,->,86,,01:51.6,01:51.6
14:21:12.822 -> 80.1,kPa,,,21:12.8,->,80.1,,01:51.7,01:51.7
14:21:12.900 -> 74.3,kPa,,,21:12.9,->,74.3,,01:51.8,01:51.8
14:21:12.994 -> 70.3,kPa,,,21:13.0,->,70.3,,01:51.9,01:51.9
14:21:13.119 -> 68.4,kPa,,,21:13.1,->,68.4,,01:52.0,01:52.0
14:21:13.213 -> 64.5,kPa,,,21:13.2,->,64.5,,01:52.1,01:52.1
14:21:13.307 -> 66.4,kPa,,,21:13.3,->,66.4,,01:52.2,01:52.2
14:21:13.433 -> 70.3,kPa,,,21:13.4,->,70.3,,01:52.3,01:52.3
14:21:13.529 -> 72.3,kPa,,,21:13.5,->,72.3,,01:52.4,01:52.4
14:21:13.622 -> 70.3,kPa,,,21:13.6,->,70.3,,01:52.5,01:52.5
14:21:13.716 -> 70.3,kPa,,,21:13.7,->,70.3,,01:52.6,01:52.6
14:21:13.810 -> 72.3,kPa,,,21:13.8,->,72.3,,01:52.7,01:52.7
14:21:13.904 -> 76.2,kPa,,,21:13.9,->,76.2,,01:52.8,01:52.8
14:21:13.998 -> 76.2,kPa,,,21:14.0,->,76.2,,01:52.9,01:52.9
14:21:14.138 -> 80.1,kPa,,,21:14.1,->,80.1,,01:53.0,01:53.0
14:21:14.232 -> 87.9,kPa,,,21:14.2,->,87.9,,01:53.1,01:53.1
14:21:14.326 -> 93.8,kPa,,,21:14.3,->,93.8,,01:53.2,01:53.2
14:21:14.419 -> 93.8,kPa,,,21:14.4,->,93.8,,01:53.3,01:53.3
14:21:14.513 -> 97.7,kPa,,,21:14.5,->,97.7,,01:53.4,01:53.4
14:21:14.607 -> 99.6,kPa,,,21:14.6,->,99.6,,01:53.5,01:53.5
14:21:14.748 -> 97.7,kPa,,,21:14.7,->,97.7,,01:53.6,01:53.6
14:21:14.843 -> 97.7,kPa,,,21:14.8,->,97.7,,01:53.7,01:53.7
14:21:14.936 -> 93.8,kPa,,,21:14.9,->,93.8,,01:53.8,01:53.8
14:21:15.030 -> 89.9,kPa,,,21:15.0,->,89.9,,01:53.9,01:53.9
14:21:15.124 -> 91.8,kPa,,,21:15.1,->,91.8,,01:54.0,01:54.0
14:21:15.217 -> 91.8,kPa,,,21:15.2,->,91.8,,01:54.1,01:54.1
14:21:15.327 -> 89.9,kPa,,,21:15.3,->,89.9,,01:54.2,01:54.2
14:21:15.421 -> 87.9,kPa,,,21:15.4,->,87.9,,01:54.3,01:54.3
14:21:15.514 -> 84.0,kPa,,,21:15.5,->,84,,01:54.4,01:54.4
14:21:15.608 -> 86.0,kPa,,,21:15.6,->,86,,01:54.5,01:54.5
14:21:15.749 -> 89.9,kPa,,,21:15.7,->,89.9,,01:54.6,01:54.6
14:21:15.843 -> 93.8,kPa,,,21:15.8,->,93.8,,01:54.7,01:54.7
14:21:15.936 -> 95.7,kPa,,,21:15.9,->,95.7,,01:54.8,01:54.8
14:21:16.046 -> 97.7,kPa,,,21:16.0,->,97.7,,01:54.9,01:54.9
14:21:16.155 -> 97.7,kPa,,,21:16.2,->,97.7,,00:00.0,01:55.0
14:21:16.249 -> 97.7,kPa,,,21:16.2,->,97.7,,,01:55.1
14:21:16.359 -> 97.7,kPa,,,21:16.4,->,97.7,,,01:55.2
14:21:16.421 -> 93.8,kPa,,,21:16.4,->,93.8,,,01:55.3
14:21:16.547 -> 93.8,kPa,,,21:16.5,->,93.8,,,01:55.4
14:21:16.641 -> 93.8,kPa,,,21:16.6,->,93.8,,,01:55.5
14:21:16.735 -> 95.7,kPa,,,21:16.7,->,95.7,,,01:55.6
14:21:16.829 -> 93.8,kPa,,,21:16.8,->,93.8,,,01:55.7
14:21:16.922 -> 89.9,kPa,,,21:16.9,->,89.9,,,01:55.8
14:21:17.063 -> 87.9,kPa,,,21:17.1,->,87.9,,,01:55.9
14:21:17.157 -> 91.8,kPa,,,21:17.2,->,91.8,,,01:56.0
14:21:17.250 -> 95.7,kPa,,,21:17.3,->,95.7,,,01:56.1
14:21:17.375 -> 95.7,kPa,,,21:17.4,->,95.7,,,01:56.2
14:21:17.469 -> 95.7,kPa,,,21:17.5,->,95.7,,,01:56.3
14:21:17.563 -> 95.7,kPa,,,21:17.6,->,95.7,,,01:56.4
14:21:17.641 -> 89.9,kPa,,,21:17.6,->,89.9,,,01:56.5
14:21:17.735 -> 84.0,kPa,,,21:17.7,->,84,,,01:56.6
14:21:17.829 -> 76.2,kPa,,,21:17.8,->,76.2,,,01:56.7
14:21:17.938 -> 72.3,kPa,,,21:17.9,->,72.3,,,01:56.8
14:21:18.032 -> 72.3,kPa,,,21:18.0,->,72.3,,,01:56.9
14:21:18.126 -> 80.1,kPa,,,21:18.1,->,80.1,,,01:57.0
14:21:18.266 -> 86.0,kPa,,,21:18.3,->,86,,,01:57.1
14:21:18.360 -> 93.8,kPa,,,21:18.4,->,93.8,,,01:57.2
14:21:18.456 -> 93.8,kPa,,,21:18.5,->,93.8,,,01:57.3
14:21:18.551 -> 95.7,kPa,,,21:18.6,->,95.7,,,01:57.4
14:21:18.660 -> 97.7,kPa,,,21:18.7,->,97.7,,,01:57.5
14:21:18.754 -> 99.6,kPa,,,21:18.8,->,99.6,,,01:57.6
14:21:18.847 -> 101.6,kPa,,,21:18.8,->,101.6,,,01:57.7
14:21:18.942 -> 99.6,kPa,,,21:18.9,->,99.6,,,01:57.8
14:21:19.035 -> 99.6,kPa,,,21:19.0,->,99.6,,,01:57.9
14:21:19.129 -> 99.6,kPa,,,21:19.1,->,99.6,,,01:58.0
14:21:19.239 -> 99.6,kPa,,,21:19.2,->,99.6,,,01:58.1
14:21:19.379 -> 99.6,kPa,,,21:19.4,->,99.6,,,01:58.2
14:21:19.475 -> 97.7,kPa,,,21:19.5,->,97.7,,,01:58.3
14:21:19.570 -> 97.7,kPa,,,21:19.6,->,97.7,,,01:58.4
14:21:19.664 -> 93.8,kPa,,,21:19.7,->,93.8,,,01:58.5
14:21:19.758 -> 91.8,kPa,,,21:19.8,->,91.8,,,01:58.6
14:21:19.852 -> 93.8,kPa,,,21:19.9,->,93.8,,,01:58.7
14:21:19.946 -> 95.7,kPa,,,21:19.9,->,95.7,,,01:58.8
14:21:20.055 -> 95.7,kPa,,,21:20.1,->,95.7,,,01:58.9
14:21:20.149 -> 97.7,kPa,,,21:20.1,->,97.7,,,01:59.0
14:21:20.242 -> 97.7,kPa,,,21:20.2,->,97.7,,,01:59.1
14:21:20.384 -> 95.7,kPa,,,21:20.4,->,95.7,,,01:59.2
14:21:20.480 -> 89.9,kPa,,,21:20.5,->,89.9,,,01:59.3
14:21:20.578 -> 86.0,kPa,,,21:20.6,->,86,,,01:59.4
14:21:20.670 -> 80.1,kPa,,,21:20.7,->,80.1,,,01:59.5
14:21:20.767 -> 76.2,kPa,,,21:20.8,->,76.2,,,01:59.6
14:21:20.860 -> 74.3,kPa,,,21:20.9,->,74.3,,,01:59.7
14:21:20.954 -> 74.3,kPa,,,21:21.0,->,74.3,,,01:59.8
14:21:21.048 -> 74.3,kPa,,,21:21.0,->,74.3,,,01:59.9
14:21:21.175 -> 76.2,kPa,,,21:21.2,->,76.2,,,02:00.0
14:21:21.256 -> 76.2,kPa,,,21:21.3,->,76.2,,,02:00.1
14:21:21.349 -> 80.1,kPa,,,21:21.3,->,80.1,,,02:00.2
14:21:21.444 -> 86.0,kPa,,,21:21.4,->,86,,,02:00.3
14:21:21.587 -> 91.8,kPa,,,21:21.6,->,91.8,,,02:00.4
14:21:21.684 -> 95.7,kPa,,,21:21.7,->,95.7,,,02:00.5
14:21:21.777 -> 97.7,kPa,,,21:21.8,->,97.7,,,02:00.6
14:21:21.871 -> 97.7,kPa,,,21:21.9,->,97.7,,,02:00.7
14:21:21.966 -> 95.7,kPa,,,21:22.0,->,95.7,,,02:00.8
14:21:22.061 -> 95.7,kPa,,,21:22.1,->,95.7,,,02:00.9
14:21:22.189 -> 97.7,kPa,,,21:22.2,->,97.7,,,02:01.0
14:21:22.285 -> 93.8,kPa,,,21:22.3,->,93.8,,,02:01.1
14:21:22.380 -> 97.7,kPa,,,21:22.4,->,97.7,,,02:01.2
14:21:22.474 -> 97.7,kPa,,,21:22.5,->,97.7,,,02:01.3
14:21:22.569 -> 97.7,kPa,,,21:22.6,->,97.7,,,02:01.4
14:21:22.664 -> 93.8,kPa,,,21:22.7,->,93.8,,,02:01.5
14:21:22.759 -> 89.9,kPa,,,21:22.8,->,89.9,,,02:01.6
14:21:22.854 -> 89.9,kPa,,,21:22.9,->,89.9,,,02:01.7
14:21:22.996 -> 91.8,kPa,,,21:23.0,->,91.8,,,02:01.8
14:21:23.090 -> 93.8,kPa,,,21:23.1,->,93.8,,,02:01.9
14:21:23.186 -> 93.8,kPa,,,21:23.2,->,93.8,,,02:02.0
14:21:23.297 -> 87.9,kPa,,,21:23.3,->,87.9,,,02:02.1
14:21:23.390 -> 86.0,kPa,,,21:23.4,->,86,,,02:02.2
14:21:23.470 -> 80.1,kPa,,,21:23.5,->,80.1,,,02:02.3
